sent,claim,formula,row_index,column,scenario,file
Global coal production from existing mines drops markedly by 2030,drops markedly by 2030,=G125+G126-G127-G128,Production BrownField Coal WEM[WORLD],2030,NPS,templates_temp/data/Ch05-Coal.csv
More than 40% of coal production in 2040 is from new mines,more than 40%,=G131/G132,Production Coal WEM[WORLD],2040,NPS,templates_temp/data/Ch05-Coal.csv
Coal trade remains close to today's levels through to 2040 in the New Policies Scenario,flat,=+G158/G135-1,COAL_NetTrade,=B157+1,NPS,templates_temp/data/Ch05-Coal.csv
"but even small changes in the supply-demand balance in China or India could have substantial implications for traded coal, underlining the policy and
market uncertainty facing coal producers worldwide",substantial,=MIN(G163:G164)>G158,,,,templates_temp/data/Ch05-Coal.csv
"but even small changes in the supply-demand balance in China or India could have substantial implications for traded coal, underlining the policy and
market uncertainty facing coal producers worldwide",substantial,2748.60095017,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"but even small changes in the supply-demand balance in China or India could have substantial implications for traded coal, underlining the policy and
market uncertainty facing coal producers worldwide",substantial,1240.36010109,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Over the outlook period, some new coal importers emerge in Asia, 
Africa and the Middle East, even as imports needs elsewhere fall back",NAFR expanding,"=VLOOKUP($A171,[32]!data_NAFR,MATCH($B171,[32]!time_NAFR,0),FALSE)",nettrade_hardcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Over the outlook period, some new coal importers emerge in Asia, 
Africa and the Middle East, even as imports needs elsewhere fall back",NAFR expanding,"=VLOOKUP($A172,[32]!data_ME,MATCH($B172,[32]!time_ME,0),FALSE)",nettrade_hardcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Over the outlook period, some new coal importers emerge in Asia, 
Africa and the Middle East, even as imports needs elsewhere fall back",Middle East expanding,"=VLOOKUP($A173,[32]!data_ME,MATCH($B173,[32]!time_ME,0),FALSE)",nettrade_hardcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Over the outlook period, some new coal importers emerge in Asia, 
Africa and the Middle East, even as imports needs elsewhere fall back",Middle East expanding,"=VLOOKUP($A174,[32]!data_ODA,MATCH($B174,[32]!time_ODA,0),FALSE)",nettrade_hardcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Over the outlook period, some new coal importers emerge in Asia, 
Africa and the Middle East, even as imports needs elsewhere fall back",ODA expanding,"=VLOOKUP($A175,[32]!data_ODA,MATCH($B175,[32]!time_ODA,0),FALSE)",nettrade_hardcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Australia continues to be well positioned to serve the Asian markets 
in a growing international coking coal market.",Australia well positioned,"=VLOOKUP($A179,[32]!data_AU,MATCH($B179,[32]!time_AU,0),FALSE)",NetTrade_COKING,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Australia continues to be well positioned to serve the Asian markets 
in a growing international coking coal market.",Australia well positioned,"=VLOOKUP($A180,[32]!data_AU,MATCH($B180,[32]!time_AU,0),FALSE)",NetTrade_hardcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Australia continues to be well positioned to serve the Asian markets 
in a growing international coking coal market.",Australia well positioned,"=VLOOKUP($A181,[32]!data_AU,MATCH($B181,[32]!time_AU,0),FALSE)",NetTrade_hardcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Australia continues to be well positioned to serve the Asian markets 
in a growing international coking coal market.",Australia well positioned,"=VLOOKUP($A182,[32]!data_World,MATCH($B182,[32]!time_World,0),FALSE)",NetTrade_COKING,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Australia continues to be well positioned to serve the Asian markets 
in a growing international coking coal market.",Australia well positioned,"=VLOOKUP($A183,[32]!data_World,MATCH($B183,[32]!time_World,0),FALSE)",NetTrade_COKING,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Australia continues to be well positioned to serve the Asian markets 
in a growing international coking coal market.",growing coking coal market,=+G183/G182-1,NetTrade_COKING,2040,NPS,templates_temp/data/Ch05-Coal.csv
Coal demand made a comeback in 2017,Demand comeback,"=VLOOKUP($A5,[1]!PhysicalUnits_Data,MATCH($B5,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,,templates_temp/data/Ch05-Coal.csv
Declines in coal demand and prices after 2014 ,fall in coal demand,"=VLOOKUP($A9,[1]!PhysicalUnits_Data,MATCH($B9,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2016,,templates_temp/data/Ch05-Coal.csv
Declines in coal demand and prices after 2014 ,fall in coal demand,"=VLOOKUP(A10,[44]!data_NPS,MATCH(B10,INDEX([44]!data_NPS,1,),0),FALSE)",Steam Coal China (real),2014,,templates_temp/data/Ch05-Coal.csv
Declines in coal demand and prices after 2014 ,fall in prices,"=VLOOKUP(A11,[44]!data_NPS,MATCH(B11,INDEX([44]!data_NPS,1,),0),FALSE)",Steam Coal China (real),2015,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",under pressure,"=VLOOKUP($A24,[39]!PhysicalUnits_Data,MATCH($B24,[39]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",under pressure,"=VLOOKUP($A25,[43]!PhysicalUnits_Data,MATCH($B25,[43]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2016,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",under pressure,"=VLOOKUP($A26,[43]!PhysicalUnits_Data,MATCH($B26,[43]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",under pressure,"=VLOOKUP($A27,[39]!PG_Data,MATCH($B27,[39]!PG_Time,0),FALSE)",PGelecDemand,2016,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",under pressure,"=VLOOKUP($A28,[39]!PG_Data,MATCH($B28,[39]!PG_Time,0),FALSE)",PGelecDemand,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",low electricity demand growth,=G28/G27-1,PGelecDemand,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",low electricity demand growth,"=VLOOKUP($A40,[43]!PG_Data,MATCH($B40,[43]!PG_Time,0),FALSE)",PGelecDemand,2016,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",low electricity demand growth,"=VLOOKUP($A41,[43]!PG_Data,MATCH($B41,[43]!PG_Time,0),FALSE)",PGelecDemand,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",low electricity demand growth,=G41/G40-1,PGelecDemand,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",low electricity demand growth,"=VLOOKUP($A43,[39]!PG_Data,MATCH($B43,[39]!PG_Time,0),FALSE)",PGOUTRenew,2016,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas",low electricity demand growth,"=VLOOKUP($A44,[39]!PG_Data,MATCH($B44,[39]!PG_Time,0),FALSE)",PGOUTRenew,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas","strong uptake of renewables based capacity (here generation, but with FLL constant that implies cap uptake)",=G44/G43-1,PGOUTRenew,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas","strong uptake of renewables based capacity (here generation, but with FLL constant that implies cap uptake)","=VLOOKUP($A46,[43]!PG_Data,MATCH($B46,[43]!PG_Time,0),FALSE)",PGOUTRenew,2016,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas","strong uptake of renewables based capacity (here generation, but with FLL constant that implies cap uptake)","=VLOOKUP($A47,[43]!PG_Data,MATCH($B47,[43]!PG_Time,0),FALSE)",PGOUTRenew,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas","strong uptake of renewables based capacity (here generation, but with FLL constant that implies cap uptake)",=G47/G46-1,PGOUTRenew,2017,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas","strong uptake of renewables based capacity (here generation, but with FLL constant that implies cap uptake)","=VLOOKUP(A49,[54]!data_US,MATCH(B49,INDEX([54]!data_US,1,),0),FALSE)",Natural Gas US (real),2016,,templates_temp/data/Ch05-Coal.csv
"In Europe and North America, coal demand remains under pressure due to low electricity demand growth, 
strong uptake of renewables-based capacity and, in the United States, the availability of inexpensive natural gas","strong uptake of renewables based capacity (here generation, but with FLL constant that implies cap uptake)","=VLOOKUP(A50,[54]!data_US,MATCH(B50,INDEX([54]!data_US,1,),0),FALSE)",Natural Gas US (real),2017,,templates_temp/data/Ch05-Coal.csv
Coal demand has been revised down in the New Policies Scenario,revised down compared to WEO 2017,"=VLOOKUP($A53,[42]!PhysicalUnits_Data,MATCH($B53,[42]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
"At the same time, coal use in power generation remains robust in many parts of the world",example China,"=VLOOKUP($A59,[19]!PG_Data,MATCH($B59,[19]!PG_Time,0),FALSE)",PGOUTcoal,2017,,templates_temp/data/Ch05-Coal.csv
"At the same time, coal use in power generation remains robust in many parts of the world",example China,"=VLOOKUP($A60,[20]!PG_Data,MATCH($B60,[20]!PG_Time,0),FALSE)",PGOUTcoal,2016,,templates_temp/data/Ch05-Coal.csv
"At the same time, coal use in power generation remains robust in many parts of the world",example India,"=VLOOKUP($A61,[20]!PG_Data,MATCH($B61,[20]!PG_Time,0),FALSE)",PGOUTcoal,2017,,templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,=SUM(G9:G14),CTGcoal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,"=VLOOKUP(A16,[42]!Balance_Data,MATCH(B16,[42]!Balance_Time,0),FALSE)/0.7",TOTINDcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,"=VLOOKUP(A17,[42]!Balance_Data,MATCH(B17,[42]!Balance_Time,0),FALSE)/0.7",BFCOTRANcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,"=VLOOKUP(A18,[42]!Balance_Data,MATCH(B18,[42]!Balance_Time,0),FALSE)/0.7",BFCOOWNUSEcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,"=VLOOKUP(A19,[42]!Balance_Data,MATCH(B19,[42]!Balance_Time,0),FALSE)/0.7",NEU_Feedstock_coal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,"=VLOOKUP(A20,[42]!Balance_Data,MATCH(B20,[42]!Balance_Time,0),FALSE)/0.7",CTLcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,Industrial coal use WEO-2018,"=VLOOKUP(A21,[42]!Balance_Data,MATCH(B21,[42]!Balance_Time,0),FALSE)/0.7",CTGcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Downward revisions have been made for industrial coal use,"Industrial coal use WEO 2018
lower than WEO 2017",=SUM(G16:G21),CTGcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Overall coal demand for power generation declines slightly 
in the New Policies Scenario as moderate growth in coal-fired generation is offset by improvements in plant efficiencies",coal use for power generation falls,"=VLOOKUP(A28,[1]!Balance_Data,MATCH(B28,[1]!Balance_Time,0),FALSE)/0.7",PGINcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Overall coal demand for power generation declines slightly 
in the New Policies Scenario as moderate growth in coal-fired generation is offset by improvements in plant efficiencies",coal use for power generation falls,"=VLOOKUP($A29,[1]!PG_Data,MATCH($B29,[1]!PG_Time,0),FALSE)",PGOUTcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Overall coal demand for power generation declines slightly 
in the New Policies Scenario as moderate growth in coal-fired generation is offset by improvements in plant efficiencies",coal use for power generation falls,"=VLOOKUP($A30,[1]!PG_Data,MATCH($B30,[1]!PG_Time,0),FALSE)",PGOUTcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Overall coal demand for power generation declines slightly 
in the New Policies Scenario as moderate growth in coal-fired generation is offset by improvements in plant efficiencies",moderate coal generation growth,=(G30/G29)^(1/(B30-B29))-1,PGOUTcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Overall coal demand for power generation declines slightly 
in the New Policies Scenario as moderate growth in coal-fired generation is offset by improvements in plant efficiencies",moderate coal generation growth,"=VLOOKUP($A32,[1]!PG_Data,MATCH($B32,[1]!PG_Time,0),FALSE)",PGEff_coal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Overall coal demand for power generation declines slightly 
in the New Policies Scenario as moderate growth in coal-fired generation is offset by improvements in plant efficiencies",rising plant efficiencies,"=VLOOKUP($A33,[1]!PG_Data,MATCH($B33,[1]!PG_Time,0),FALSE)",PGEff_coal,2040,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,=SUM(G35:G40),CTGTRANcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,"=VLOOKUP(A42,[1]!Balance_Data,MATCH(B42,[1]!Balance_Time,0),FALSE)/0.7",TOTINDcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,"=VLOOKUP(A43,[1]!Balance_Data,MATCH(B43,[1]!Balance_Time,0),FALSE)/0.7",BFCOTRANcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,"=VLOOKUP(A44,[1]!Balance_Data,MATCH(B44,[1]!Balance_Time,0),FALSE)/0.7",BFCOOWNUSEcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,"=VLOOKUP(A45,[1]!Balance_Data,MATCH(B45,[1]!Balance_Time,0),FALSE)/0.7",NEU_Feedstock_coal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,"=VLOOKUP(A46,[1]!Balance_Data,MATCH(B46,[1]!Balance_Time,0),FALSE)/0.7",CTLTRANcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2040,"=VLOOKUP(A47,[1]!Balance_Data,MATCH(B47,[1]!Balance_Time,0),FALSE)/0.7",CTGTRANcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,Industrial use 2017,=SUM(G42:G47),CTGTRANcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
Modest growth in industrial coal consumption ,moderate growth,=(G41/G48)^(1/(2040-2017))-1,CTGTRANcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"is due in part to rising use of coal as a feedstock 
for a range of conversion processes, notably coal-to-gas and coal-to-liquids projects in China","notably in coal conversion in China
",=(G54+G53-G52-G51)/(G41-G48),CTGTRANcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
Overall coal consumption flattens at around 5400 Mtce and does not regain the peak seen in 2014.,peak year,"=VLOOKUP($A59,[1]!PhysicalUnits_Data,MATCH($B59,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2014,,templates_temp/data/Ch05-Coal.csv
Overall coal consumption flattens at around 5400 Mtce and does not regain the peak seen in 2014.,peak year,"=VLOOKUP($A60,[1]!PhysicalUnits_Data,MATCH($B60,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2015,,templates_temp/data/Ch05-Coal.csv
Overall coal consumption flattens at around 5400 Mtce and does not regain the peak seen in 2014.,peak year,"=VLOOKUP($A61,[1]!PhysicalUnits_Data,MATCH($B61,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2016,,templates_temp/data/Ch05-Coal.csv
Overall coal consumption flattens at around 5400 Mtce and does not regain the peak seen in 2014.,peak year,"=VLOOKUP($A62,[1]!PhysicalUnits_Data,MATCH($B62,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,,templates_temp/data/Ch05-Coal.csv
Overall coal consumption flattens at around 5400 Mtce and does not regain the peak seen in 2014.,flat,"=VLOOKUP($A63,[1]!PhysicalUnits_Data,MATCH($B63,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"In the New Policies Scenario, the share of coal in primary energy demand declines from 27% today 
to 22% in 2040 falling behind gas in the late 2020s",share coal 2017,=G65/G69,TPEDtotal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"In the New Policies Scenario, the share of coal in primary energy demand declines from 27% today 
to 22% in 2040 falling behind gas in the late 2020s",share coal 2040,=G67/G71,TPEDtotal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"In the New Policies Scenario, the share of coal in primary energy demand declines from 27% today 
to 22% in 2040 falling behind gas in the late 2020s",share coal 2030,=G66/G70,TPEDtotal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"In the New Policies Scenario, the share of coal in primary energy demand declines from 27% today 
to 22% in 2040 falling behind gas in the late 2020s",share gas 2030,=G68/G70,TPEDtotal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,=(G78/G77)^(1/(B78-B77))-1,TPEDcoal_mtce,2040,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A81,[40]!Balance_Data,MATCH(B81,[40]!Balance_Time,0),FALSE)",TPEDcoal,2035,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A82,[40]!Balance_Data,MATCH(B82,[40]!Balance_Time,0),FALSE)",TPEDgas,2035,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A83,[40]!Balance_Data,MATCH(B83,[40]!Balance_Time,0),FALSE)",TPEDcoal,2037,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A84,[40]!Balance_Data,MATCH(B84,[40]!Balance_Time,0),FALSE)",TPEDgas,2037,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A85,[40]!Balance_Data,MATCH(B85,[40]!Balance_Time,0),FALSE)",TPEDcoal,2039,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A86,[40]!Balance_Data,MATCH(B86,[40]!Balance_Time,0),FALSE)",TPEDgas,2039,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A87,[40]!Balance_Data,MATCH(B87,[40]!Balance_Time,0),FALSE)",TPEDcoal,2040,CPS,templates_temp/data/Ch05-Coal.csv
"In the Current Policies Scenario, coal demand increases at 1% per year over the outlook period, ",0.01,"=VLOOKUP(A88,[40]!Balance_Data,MATCH(B88,[40]!Balance_Time,0),FALSE)",TPEDgas,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A92,[40]!PG_Data,MATCH($B92,[40]!PG_Time,0),FALSE)",PGOUTcoal,2035,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A93,[40]!PG_Data,MATCH($B93,[40]!PG_Time,0),FALSE)",PGOUTcoal,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A94,[40]!PG_Data,MATCH($B94,[40]!PG_Time,0),FALSE)",PGOUToil,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A95,[40]!PG_Data,MATCH($B95,[40]!PG_Time,0),FALSE)",PGOUTgas,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A96,[40]!PG_Data,MATCH($B96,[40]!PG_Time,0),FALSE)",PGOUTnuclear,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A97,[40]!PG_Data,MATCH($B97,[40]!PG_Time,0),FALSE)",PGOUTrenew,2035,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A98,[40]!PG_Data,MATCH($B98,[40]!PG_Time,0),FALSE)",PGOUTrenew,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A99,[40]!PG_Data,MATCH($B99,[40]!PG_Time,0),FALSE)",PGOUThydro,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A100,[40]!PG_Data,MATCH($B100,[40]!PG_Time,0),FALSE)",PGOUTbiomass,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A101,[40]!PG_Data,MATCH($B101,[40]!PG_Time,0),FALSE)",PGOUTwind,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A102,[40]!PG_Data,MATCH($B102,[40]!PG_Time,0),FALSE)",PGOUTgeo,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A103,[40]!PG_Data,MATCH($B103,[40]!PG_Time,0),FALSE)",PGOUTsolarPV,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A104,[40]!PG_Data,MATCH($B104,[40]!PG_Time,0),FALSE)",PGOUTsolarCSP,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A105,[40]!PG_Data,MATCH($B105,[40]!PG_Time,0),FALSE)",PGOUTtide,2040,CPS,templates_temp/data/Ch05-Coal.csv
and coal remains the largest fuel in power generation in 2040,largest fuel,"=VLOOKUP($A106,[40]!PG_Data,MATCH($B106,[40]!PG_Time,0),FALSE)",PGOUTother,2040,CPS,templates_temp/data/Ch05-Coal.csv
"In the Sustainable Development Scenario, coal consumption decreases steeply (-3.6% per year), ",decreases steeply (-3.6% per year),=(G109/G108)^(1/(B109-B108))-1,TPEDcoal_mtce,2040,SDS,templates_temp/data/Ch05-Coal.csv
and coal’s share in primary energy falls below 12% by 2040.,below 12%,=G112/G113,TPEDtotal,2040,SDS,templates_temp/data/Ch05-Coal.csv
Coal prices decrease in the Sustainable Development Scenario as lower demand forces,lower demand than in NPS,"=VLOOKUP($A126,[46]!PhysicalUnits_Data,MATCH($B126,[46]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,SDS,templates_temp/data/Ch05-Coal.csv
Some 210 GW of coal power plants is fitted with carbon removal technology by 2040,some 210 GW,"=VLOOKUP($A128,[46]!PG_Data,MATCH($B128,[46]!PG_Time,0),FALSE)",PGCap_CCS_coal,2040,SDS,templates_temp/data/Ch05-Coal.csv
CUMM 2040,170 GW,=SUM([50]World!$DZ$426:$ET$426),CapRetrofitElecOnly_Coal,2040,SDS,templates_temp/data/Ch05-Coal.csv
There are strong regional variations in the outlook for coal,example China,"=VLOOKUP($A5,[19]!PhysicalUnits_Data,MATCH($B5,[19]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
There are strong regional variations in the outlook for coal,example China,"=VLOOKUP($A6,[20]!PhysicalUnits_Data,MATCH($B6,[20]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,NPS,templates_temp/data/Ch05-Coal.csv
There are strong regional variations in the outlook for coal,example India,"=VLOOKUP($A7,[20]!PhysicalUnits_Data,MATCH($B7,[20]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",overall growth,=G10-G9,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",overall growth,"=VLOOKUP($A12,[20]!PhysicalUnits_Data,MATCH($B12,[20]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",overall growth,"=VLOOKUP($A13,[20]!PhysicalUnits_Data,MATCH($B13,[20]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",growth India,=G13-G12,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",more than doubles,=G13/G12,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
